group_id,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14
19128913,,0.0,0.0,6.440134759501585,49.315679231116555,107.67237866330697,129575.84507194535,0.0,0.0009363030217052064,66,5,4.0,4.0,20
