group_id,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14
1373008,,1485.704598032046,6637504.284361023,704.4583217024131,3257790.4911050918,462.9521852298988,1987694.2815807008,4.580075540304589,0.0135410869968465,19418,269,9.66914498141264,44.97975428753057,2601
18297833,,0.0771113615741093,0.0141750675517154,178.5281547599087,950992.8254761904,378.9462042124695,1828548.4832334565,2.3720922258929997,0.0006598147443217,2080,92,5.163043478260869,6.70167769376182,475
20394991,,0.0,0.0,0.0,0.0,16.028639927259167,99.61333418646558,0.0,0.0,0,0,0.0,0.0,0
1671174,,7.116868834454722,89.84992690690049,54.45581285994925,83327.18518169233,155.00884047506622,475519.9691108269,2.044710557019666,0.0366110063168395,110398,136,48.64705882352941,524.4489619377159,6616
1638409,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0.0,1
15859722,,0.0,0.0,0.0,0.0,11.620840375136275,41.83016671131145,0.0,0.0,0,0,0.0,0.0,0
1769484,,0.0,0.0,0.0,0.0,111.05689512864626,115140.0141255638,0.0,0.0121212121212121,176,50,2.3,1.8900000000000008,115
18645005,,2671.2658376969644,9196823.59603149,1845.299476182607,7836361.86597826,76.73373976185866,46037.63741686949,1.2406705316766886,0.0025121459888612,212,11,5.454545454545454,4.247933884297524,60
18448408,,0.0,0.0,25.785556019655303,0.0,28.402794196489268,3590.2856549775647,0.0,0.0007541478129713,2,5,1.2,0.1600000000000001,6
1703963,,0.0,0.0,0.0,0.0,220.74382953906604,198010.32422140817,0.0,0.0,0,0,0.0,0.0,0
20185123,,0.0,0.0,0.0,0.0,27.94407596360565,7820.374383526872,0.0,0.0,0,0,0.0,0.0,0
20447271,,0.0,0.0,0.0,0.0,13.894831242459349,80.92744989988134,0.0,0.0,0,0,0.0,0.0,0
16711722,,3.906368219363072,10.936562402023196,41.53853340821616,39724.91625002007,169.63413058666146,240757.36533935711,1.9219280948873625,0.0106589147286821,176,6,6.333333333333333,1.8888888888888928,38
18808878,,0.0,0.0,0.0,0.0,215.87497241900044,935888.1575884168,0.0,0.001867064973861,20,1,5.0,0.0,5
20152370,,0.0,0.0,0.0,0.0,7.033906045022059,58.72806622287479,0.0,0.0,0,0,0.0,0.0,0
18677811,,4780.793646840363,12957317.25168708,685.3240647181052,2673489.9122744603,1431.8031891894077,7094679.105761291,2.0,0.0206681086277337,3956,4,20.0,617.5,80
12288052,,0.0,0.0,0.0,0.0,258.1148282462617,127449.15507489508,0.0,0.0,0,0,0.0,0.0,0
1507389,,0.7781199692444424,0.2872991107468672,144.0590847282312,490660.0185902247,657.3105854327346,2672773.303701664,4.282098601752793,0.0789514975310351,17108,49,21.306122448979597,147.11037067888373,1044
19071038,,10.00661600957341,99.311497348598,9.16539182564832,65.03792661962943,35.09630365851057,40122.290890748845,2.75,0.0451953236384374,1268,10,12.8,40.35999999999996,128
16613442,,0.0,0.0,11.4063611383182,62.377202377287006,44.112936699305166,36757.60541016178,0.0,0.0161218885640889,728,24,6.916666666666667,14.326388888888886,166
294982,,227.9082351658395,1172263.0664360584,481.2587123033876,2191215.46505307,309.1631621456002,1004929.7600271908,5.952210240324011,0.0088860174642852,52320,243,14.551440329218106,136.74941150569867,3536
15007822,,0.0,0.0,0.9798892643161689,0.0,35.77729050326165,3284.002307414225,0.0,0.0001668056713928,2,8,1.125,0.109375,9
19975321,,0.0,0.0,0.0,0.0,19.79765973331241,118.15277270313317,0.0,0.0,0,0,0.0,0.0,0
18808931,,0.0,0.0,0.0,0.0,238.82610451108016,708260.2230878376,0.0,0.0255860491709548,1790,4,22.5,85.25,90
18382948,,0.0,0.0,0.0,0.0,425.6838050736527,2241857.262972696,0.0,0.0,0,0,0.0,0.0,0
1245291,,1.034202438434186,4.576802325444195,31.87350348975093,23298.14382548588,288.623183180248,1510363.7422131256,1.228413449703886,0.0210142726996659,4152,93,7.978494623655914,20.27910741126142,742
19005552,,0.7137062939541242,0.2546883370148652,14.62999142882318,1633.4642349603314,127.68924765548267,166265.40522575844,0.9182958340544896,0.0176805513934671,354,3,12.0,8.666666666666657,36
19595383,,0.0,0.0,0.0,0.0,180.7634113248761,825856.1363769176,0.0,0.0,0,0,0.0,0.0,0
426108,,7.37082941808211,33.314005545710096,21.0724826820842,6790.621065839742,205.32485170192436,781195.3843106932,2.7773627950641693,0.0024455288425945,6078,78,8.871794871794872,28.547666009204463,692
983166,,13.759750045641503,134.77426364758014,75.66419097871994,169802.71073911322,192.7064956524449,498628.9510043267,6.267853084665904,0.0070808561925622,2444,225,3.933333333333333,5.52888888888889,885
458886,,10.890746534908166,123.55083402126024,14.270559665889676,3578.5729607515145,105.79513864401194,508347.88786970713,2.134854377394371,0.0223523435202267,1672,474,4.4789029535864975,6.426770104506051,2123
491667,,29.2671065947044,35232.23009644307,114.08670213294836,137912.8721775597,222.28687954607835,701867.3306055506,3.411565775110022,0.0039868235481732,1600,130,3.4615384615384617,6.063905325443786,450
18514078,,0.0,0.0,0.0,0.0,37.510727316691,18794.99276630237,0.0,0.0,0,0,0.0,0.0,0
1671339,,0.8460868489196117,17.683146511326807,97.16345928214176,396220.08413455565,325.85446171330307,1303504.967238259,1.129684706258574,0.0345363293696245,82920,61,39.21311475409836,533.7742542327333,2392
18743473,,0.0,0.0,11.519601491266911,9.014789250056625,173.00171622193625,243297.4371714869,0.0,0.0061710255656773,42,1,7.0,0.0,7
458937,,11.617281619931209,639.8830925689285,111.55823133041083,356226.53840906697,156.60500319654324,370904.8024423167,2.8428114601337926,0.0009838811948833,1682,64,5.03125,8.6865234375,322
19235010,,0.0,0.0,0.0,0.0,114.12574544367018,107365.32991470688,0.0,0.0,0,0,0.0,0.0,0
18579651,,0.0,0.0,0.0,0.0,112.39491281531993,127344.52078843766,0.0,0.0,0,0,0.0,0.0,0
18514118,,0.0,0.0,49.13020466873933,24838.744708239992,63.0648636066847,26266.422894241143,0.0,0.0108695652173913,6,9,1.4444444444444444,0.2469135802469138,13
20447431,,0.0,0.0,0.0,0.0,30.998648770660623,38612.53227869688,0.0,0.0,0,0,0.0,0.0,0
18874571,,0.0,0.0,0.0,0.0,74.46109392969753,57806.08445015722,0.0,0.0,0,0,0.0,0.0,0
20119767,,0.0,0.0,0.0,0.0,66.46688152560166,37649.7213042098,0.0,0.0,0,0,0.0,0.0,0
19595485,,0.0,0.0,0.0,0.0,105.17067525789255,208847.24524190128,0.0,0.0,0,0,0.0,0.0,0
19824869,,0.0,0.0,0.0,0.0,3.949132984683057,16.01786505613183,0.0,0.0,0,0,0.0,0.0,0
20048593,,0.0,0.0,0.0,0.0,17.600063553692102,215.621728024194,0.0,0.0,0,0,0.0,0.0,0
18776300,,0.2355489072715339,0.0369888584778758,33.10228217371724,20996.72624839587,82.1171608298508,108293.31563999252,0.9709505944546686,0.0266916901261599,512,5,10.4,13.83999999999999,52
5374192,,0.073984850962013,0.0082106372578069,107.321512415872,135541.11417744093,358.0554102797188,1264671.0056871343,0.7219280948873623,0.0237623655701585,52932,8,74.75,1606.9375,598
18678002,,0.0,0.0,0.0,0.0,135.70624018749098,155082.0606732417,0.0,0.0058223385502911,218,3,8.666666666666666,14.8888888888889,26
18383106,,2.4005742202551885,5.778693008111183,4.571874098230855,16.832273983577416,27.16092044943525,16604.052959829824,2.5216406363433186,0.0080561714708056,218,9,6.555555555555555,3.580246913580254,59
18710809,,0.836370987366548,0.441446470522728,9.169476322354145,489.7942421927355,243.3368340025132,1428171.8424634556,2.235926350629033,0.0441621294615849,146,7,5.285714285714286,7.061224489795919,37
18120992,,2.562951424152556,6.568720002565616,535.8576970828001,2511141.3020147597,507.3319857410679,2310359.9425194385,0.8112781244591328,0.0062893081761006,18,4,2.5,1.25,10
