member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
146464902,3423412,10,57,1,0.0,0.0,0.0,12.5,493.1,2.3,0.15,0.5754887502163468,0.2
76989192,3423412,6,173,1,0.0,0.0,0.0,9.833333333333334,615.1666666666666,1.3333333333333333,0.16666666666666666,0.26416041678685936,0.16666666666666666
7991944,3423412,4,59,3,1.0,1.584962500721156,1.0,13.25,934.5,1.0,0.0,0.0,0.0
132254992,3423412,10,209,1,0.0,0.0,0.0,12.5,477.9,2.3,0.15,0.5754887502163468,0.2
72451092,3423412,10,2,6,0.0,2.584962500721156,0.0,12.5,498.6,1.8,0.15,0.3169925001442312,0.2
151166232,3423412,6,27,1,0.0,0.0,0.0,10.5,595.5,1.6666666666666667,0.26416041678685936,0.3869880158145604,0.26416041678685936
182922394,3423412,8,39,1,0.0,0.0,0.0,8.625,491.875,1.25,0.125,0.1981203125901445,0.125
76720932,3423412,12,264,1,0.0,0.0,0.0,10.75,403.1666666666667,2.1666666666666665,0.20833333333333334,0.5629072918469556,0.25
103510052,3423412,4,58,1,0.0,0.0,0.0,12.25,927.0,1.0,0.0,0.0,0.0
134541222,3423412,6,142,1,0.0,0.0,0.0,10.5,576.3333333333334,1.6666666666666667,0.26416041678685936,0.3869880158145604,0.26416041678685936
182954788,3423412,3,13,1,0.0,0.0,0.0,13.0,1114.6666666666667,1.6666666666666667,0.0,0.5283208335737187,0.3333333333333333
117451942,3423412,5,66,1,0.0,0.0,0.0,11.2,696.0,1.0,0.0,0.0,0.0
98501162,3423412,5,78,1,0.0,0.0,0.0,11.2,693.6,1.0,0.0,0.0,0.0
115802922,3423412,10,263,1,0.0,0.0,0.0,12.5,472.5,2.3,0.15,0.5754887502163468,0.2
8607420,3423412,3,60,2,1.0,1.0,1.0,16.0,1216.0,1.0,0.0,0.0,0.0
40654402,3423412,33,3330,1,0.0,0.0,0.0,6.333333333333333,98.27272727272727,1.6666666666666667,0.15408977274912594,0.37111335146948915,0.19954431820367138
149068102,3423412,6,31,5,1.584962500721156,2.321928094887362,1.584962500721156,10.5,594.8333333333334,1.0,0.0,0.0,0.0
3694410,3423412,5,15,1,0.0,0.0,0.0,11.2,706.2,1.0,0.0,0.0,0.0
115697102,3423412,6,34,1,0.0,0.0,0.0,10.5,594.3333333333334,1.6666666666666667,0.26416041678685936,0.3869880158145604,0.26416041678685936
145371222,3423412,4,9,1,0.0,0.0,0.0,12.25,939.25,1.0,0.0,0.0,0.0
53328982,3423412,2,246,1,0.0,0.0,0.0,17.5,1773.5,1.0,0.0,0.0,0.0
72821462,3423412,10,219,1,0.0,0.0,0.0,12.5,476.9,2.3,0.15,0.5754887502163468,0.2
61911642,3423412,10,119,1,0.0,0.0,0.0,12.5,486.9,2.3,0.15,0.5754887502163468,0.2
134885852,3423412,6,25,1,0.0,0.0,0.0,10.5,595.8333333333334,1.6666666666666667,0.26416041678685936,0.3869880158145604,0.26416041678685936
133861852,3423412,10,281,1,0.0,0.0,0.0,12.5,470.7,2.3,0.15,0.5754887502163468,0.2
71974622,3423412,6,196,1,0.0,0.0,0.0,9.833333333333334,611.3333333333334,1.3333333333333333,0.16666666666666666,0.26416041678685936,0.16666666666666666
14167262,3423412,10,93,1,0.0,0.0,0.0,12.5,489.5,2.3,0.15,0.5754887502163468,0.2
172040802,3423412,3,54,1,0.0,0.0,0.0,16.0,1218.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
62587752,3423412,2,217,1,0.0,0.0,0.0,17.5,1788.0,1.0,0.0,0.0,0.0
97028842,3423412,10,151,9,1.5,3.169925001442312,2.0,12.5,483.7,1.5,0.0,0.25849625007211563,0.0
185853938,3423412,5,18,1,0.0,0.0,0.0,11.2,705.6,1.0,0.0,0.0,0.0
87302142,3423412,3,11,1,0.0,0.0,0.0,13.0,1115.3333333333333,1.6666666666666667,0.0,0.5283208335737187,0.3333333333333333
123831802,3423412,3,3,3,0.0,1.584962500721156,1.0,13.0,1118.0,1.0,0.0,0.0,0.0
184299006,3423412,6,11,1,0.0,0.0,0.0,10.5,598.1666666666666,1.6666666666666667,0.26416041678685936,0.3869880158145604,0.26416041678685936
