member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
2884706,135785,7,1662,23,3.969815782426811,4.523561956057013,4.0,5.285714285714286,485.2857142857143,7.142857142857143,1.9822365795770982,2.20502199717904,1.700984370801217
34535432,135785,4,3,10,1.9219280948873623,2.8464393446710154,2.0,7.0,1260.75,14.5,3.4808859361447846,3.77806914790982,3.4767226489021295
14539183,135785,4,2,2,1.0,1.0,0.0,7.0,1260.75,14.5,3.4808859361447846,3.77806914790982,3.4767226489021295
4576146,135785,7,1088,11,3.459431618637298,3.459431618637298,3.321928094887362,5.285714285714286,567.2857142857143,8.857142857142858,2.0551486029756,2.3570406168104276,1.797851785817308
62499282,135785,4,6,2,1.0,1.0,0.0,7.0,1260.75,14.5,3.4808859361447846,3.77806914790982,3.4767226489021295
4898260,135785,7,1245,14,3.5465935642949384,3.8073549220576055,3.584962500721156,5.285714285714286,544.8571428571429,8.428571428571429,2.04269689645308,2.3073372877503844,1.760275442126766
65736572,135785,4,5,1,0.0,0.0,0.0,7.0,1260.75,14.5,3.4808859361447846,3.77806914790982,3.4767226489021295
4584030,135785,7,1048,10,2.94770277922009,3.321928094887362,3.0,5.285714285714286,573.0,9.0,2.1282527228923445,2.3766839773461332,1.8438415136583597
