member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
180106752,1492775,18,1,3,0.0,1.584962500721156,0.0,22.77777777777778,6.888888888888889,20.88888888888889,1.3822650434523014,3.718886266471352,2.036707336896127
186182663,1492775,20,2,55,1.159554752378731,5.440361758939866,4.0,33.4,17.15,35.15,1.3974104177496254,4.282927336869774,2.540522479713606
34307612,1492775,16,1,29,1.1400677626718574,4.720049960644813,4.0,25.8125,16.375,20.875,1.3848800147597384,3.9562663319263387,1.8655988048570809
78321702,1492775,18,3,32,2.4225797618424916,4.851409765557392,3.8073549220576055,22.77777777777778,6.777777777777778,19.27777777777778,1.2476772789054964,3.53741697398045,1.8251876190040375
155787312,1492775,20,2,14,1.1488348542809168,3.8073549220576055,2.584962500721156,24.1,9.55,28.15,1.0851133691864556,3.7912104505352935,2.022924691644008
184495171,1492775,25,1,5,1.5,2.321928094887362,1.584962500721156,31.56,12.04,33.76,1.3409061244402918,4.048908207872738,2.322295886208062
12449348,1492775,20,7,61,2.1575499655522066,5.86516356707108,4.459431618637295,24.1,9.3,25.8,1.0346776136228912,3.6883200182846196,1.929201235748201
183489098,1492775,25,1,16,0.0,3.875,0.0,31.56,12.04,33.32,1.4009061244402918,3.9867853316682322,2.385694386236908
173931602,1492775,40,10,38,1.7004397181410922,5.090032776601483,3.584962500721156,25.025,12.85,27.775,1.2377499541010726,4.0703029533567285,2.0701786515816747
191418454,1492775,25,1,5,0.0,2.321928094887362,0.0,31.56,12.04,33.76,1.4009061244402918,4.048908207872738,2.385694386236908
13262934,1492775,57,149,11,3.121928094887362,3.0957952550009344,3.169925001442312,24.719298245614034,8.403508771929825,28.29824561403509,1.2017950951362915,4.0450113093729,2.109514811614412
191733849,1492775,20,1,43,0.5435644431995964,5.379753126795121,2.8073549220576046,24.1,9.6,26.7,1.1153768897405216,3.712590540298418,2.0118050705771857
12631131,1492775,20,1,22,0.7219280948873623,4.368522527728205,2.0,24.1,9.6,27.75,1.1064587071561334,3.7631520702517633,2.052172816680066
190024796,1492775,18,6,37,1.896240625180289,5.155399311574899,3.459431618637298,22.77777777777778,6.611111111111111,19.0,1.2769183420533965,3.5205286658683663,1.8445166914162765
22192731,1492775,20,13,24,3.0708470936225187,4.501629167387823,4.169925001442313,24.1,9.0,27.65,0.9890127572193756,3.7564967382687824,1.9436765666079499
14268507,1492775,25,1,21,0.0,4.39231742277876,0.0,31.56,12.04,33.12,1.4009061244402918,3.9660926347570817,2.385694386236908
133261922,1492775,25,10,101,2.57612074684268,6.286827571817854,5.182838116298145,31.56,11.68,29.92,1.2978612945665846,3.8903122287955183,2.1783808615849822
