member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
4548358,397533,38,17,3,1.0,1.584962500721156,0.0,40.31578947368421,67.73684210526316,6.7105263157894735,1.143601426297981,1.8871638219379703,0.9309108959258798
2607879,397533,58,180,4,1.0,2.0,0.0,34.275862068965516,57.87931034482759,7.517241379310345,1.0406340581467262,1.7444526933052091,0.918838290336904
5613191,397533,71,216,1,0.0,0.0,0.0,31.95774647887324,49.2112676056338,8.704225352112676,1.1030739990700393,1.8695697252007244,1.0008510064304188
3795080,397533,44,135,1,0.0,0.0,0.0,38.68181818181818,68.5,6.045454545454546,1.0023323972347702,1.6124452103679638,0.8025730341027113
9035786,397533,58,38,12,2.0,3.584962500721156,1.584962500721156,35.241379310344826,57.05172413793103,5.896551724137931,0.9952993958203564,1.6314617420073545,0.8295377395208845
4195978,397533,30,82,3,1.584962500721156,1.584962500721156,1.0,42.86666666666667,79.66666666666667,6.7,1.0440575250661774,1.7852384021789094,0.8791538015061146
2976903,397533,33,9,4,1.5,2.0,1.584962500721156,42.333333333333336,81.84848484848484,6.9393939393939394,1.0058326226650218,1.672654252209746,0.8304946334821447
6433164,397533,37,2,3,0.0,1.584962500721156,0.0,41.32432432432432,68.51351351351352,7.297297297297297,1.1173822576920702,1.8431685962013513,0.9325907723908565
6014993,397533,28,123,1,0.0,0.0,0.0,41.642857142857146,81.53571428571429,6.785714285714286,1.1864723111407591,1.8540462812711629,0.8738472660562471
2689689,397533,49,105,1,0.0,0.0,0.0,36.53061224489796,62.61224489795919,8.346938775510203,1.1190890846534498,1.8319173407395952,0.9812451860722162
8235673,397533,21,11,2,1.0,1.0,0.0,45.142857142857146,91.57142857142857,7.095238095238095,0.9642095648224076,1.6164357119078494,0.8526419535882785
9629849,397533,15,24,8,1.584962500721156,3.0,1.0,41.86666666666667,58.6,15.866666666666667,1.4748949427222067,2.4690401303281937,1.4910568744787265
8209308,397533,34,26,5,1.0,2.321928094887362,0.0,40.76470588235294,66.08823529411765,7.029411764705882,1.153743536494402,1.948611576911928,0.9795360210968246
7901469,397533,24,11,11,2.725480556997868,3.459431618637298,3.0,42.875,62.791666666666664,8.25,1.1519337975668444,2.084936437258533,0.992182150873432
5998879,397533,33,38,2,1.0,1.0,0.0,41.57575757575758,77.15151515151516,10.090909090909092,1.0633708454520736,1.8569871318382678,1.0534725494138573
6285728,397533,47,100,11,2.128085278891395,3.459431618637298,2.584962500721156,38.02127659574468,62.06382978723404,7.8936170212765955,1.0737071247708454,1.822042372880153,0.9340147694446812
6262945,397533,22,10,1,0.0,0.0,0.0,45.95454545454545,89.45454545454545,7.681818181818182,1.12326469924692,1.7943445213282827,0.9031343249694879
2998305,397533,14,37,4,1.0,2.0,0.0,47.142857142857146,105.85714285714286,8.428571428571429,1.0598751379204567,1.7123398996756864,0.8273966378904634
10108836,397533,24,4,6,1.0,2.584962500721156,0.0,45.083333333333336,95.79166666666667,6.916666666666667,1.1342176963308859,1.697640453089594,0.9534483728689068
4263462,397533,14,35,4,1.0,2.0,0.0,47.142857142857146,106.0,8.428571428571429,1.0598751379204567,1.7123398996756864,0.8273966378904634
9809577,397533,46,11,3,1.0,1.584962500721156,0.0,35.56521739130435,63.391304347826086,8.108695652173912,1.062058956163164,1.7245966404290383,0.9101211838444329
4961709,397533,19,75,36,2.4712518360044666,5.114369445886754,4.523561956057013,48.26315789473684,87.52631578947368,7.2105263157894735,0.9125395753098102,1.6289493957347114,0.6930797595361917
8747437,397533,45,51,11,2.584962500721156,3.459431618637298,2.321928094887362,37.84444444444444,60.46666666666667,8.511111111111111,1.1503925727583348,1.9411115548554347,0.9607894237020937
5162415,397533,21,26,1,0.0,0.0,0.0,45.142857142857146,90.85714285714286,7.142857142857143,1.0118286124414553,1.664054759526897,0.8526419535882785
10184240,397533,33,69,14,1.9219280948873623,3.8073549220576055,2.0,39.333333333333336,53.27272727272727,10.151515151515152,1.1922950811890214,2.084478107402226,1.0604609011291062
3540913,397533,68,98,7,1.0,2.8073549220576046,0.0,32.794117647058826,51.76470588235294,8.764705882352942,1.0782096166760704,1.8078249348116742,1.0216979258211556
9810993,397533,15,6,104,3.0003685170827614,6.462411953697219,5.182838116298145,41.86666666666667,59.8,9.466666666666667,1.380534541631433,2.238212666748379,1.2122010000588503
3495807,397533,21,53,5,2.321928094887362,2.321928094887362,2.0,45.142857142857146,89.57142857142857,6.9523809523809526,0.9012606079230094,1.5534867550084512,0.7574038583501833
8633660,397533,24,5,1,0.0,0.0,0.0,42.875,63.041666666666664,8.666666666666666,1.2654954874417557,2.22907942136842,1.1171821508734319
274877,397533,71,83,60,3.2207594697016404,5.694309137239126,4.954196310386877,31.95774647887324,51.08450704225352,7.873239436619718,1.0577111896376217,1.7893681880565113,0.9310735936080684
8149950,397533,32,22,3,1.0,1.584962500721156,0.0,41.59375,61.15625,10.09375,1.1636541125285502,2.0616941696123496,1.0629538638997371
6059069,397533,30,91,2,1.0,1.0,0.0,42.86666666666667,79.36666666666666,6.733333333333333,1.063556275090216,1.804737152202948,0.9124871348394479
8485184,397533,32,23,2,1.0,1.0,0.0,40.6875,77.15625,9.65625,1.1242304564412966,1.9315644404547128,1.0488425084214885
3335230,397533,24,41,11,2.5,3.459431618637298,2.8073549220576046,45.083333333333336,94.25,6.708333333333333,1.0717176963308859,1.661204239843088,0.8364752511165067
9617986,397533,51,12,3,0.0,1.584962500721156,0.0,37.01960784313726,61.431372549019606,8.470588235294118,1.1326905574554733,1.876292929819519,1.0372608513090527
8855619,397533,21,4,3,0.9182958340544896,1.584962500721156,1.0,45.142857142857146,91.9047619047619,7.0476190476190474,0.9681002393912415,1.5885803547306516,0.805022905969231
9980869,397533,14,2,100,2.280077401590319,6.476307314753103,6.202152023829225,50.214285714285715,90.0,8.928571428571429,1.110807122178496,1.9456817954396075,0.857042173553238
7237957,397533,22,27,1,0.0,0.0,0.0,45.86363636363637,95.45454545454545,7.545454545454546,1.2107391914190955,1.8785606079487005,0.9946709522206256
10576325,397533,33,12,4,1.5,2.0,1.584962500721156,39.333333333333336,55.0,10.454545454545455,1.205080781034093,2.1392464383736685,1.073037795046647
5687111,397533,24,21,2,1.0,1.0,0.0,42.875,62.375,8.625,1.223828820775089,2.1874127547017537,1.1171821508734319
4223051,397533,42,86,4,1.584962500721156,2.0,1.0,38.23809523809524,66.14285714285714,11.380952380952381,1.2366116246267678,2.071182152799934,1.2153572953374536
4302924,397533,21,54,1,0.0,0.0,0.0,45.142857142857146,89.52380952380952,7.142857142857143,1.0118286124414553,1.664054759526897,0.8526419535882785
3569613,397533,30,51,3,0.0,0.9182958340544896,0.0,40.1,71.9,10.333333333333334,1.2383688510800674,1.996253622513952,1.1331736579086837
7243340,397533,15,2,13,2.725480556997868,3.546593564294939,3.0,41.86666666666667,60.06666666666667,15.533333333333333,1.3988604056370926,2.4326005593751976,1.3577235411453932
8154192,397533,33,31,1,0.0,0.0,0.0,41.57575757575758,77.36363636363636,10.121212121212121,1.0936738757551039,1.8872901621412979,1.0534725494138573
4867026,397533,64,182,1,0.0,0.0,0.0,33.8125,53.140625,5.53125,1.0196267675246282,1.6740588782909285,0.7992479587558649
6774613,397533,22,75,11,2.5216406363433186,3.277613436819116,2.584962500721156,45.95454545454545,86.5,7.2272727272727275,1.0086446703222238,1.6453620923819594,0.7856360294821627
3137112,397533,18,8,8,1.4591479170272446,3.0,2.321928094887362,48.888888888888886,98.44444444444444,8.333333333333334,1.1312543241643376,2.002962573742863,0.9307487739949332
9854552,397533,15,1,1,0.0,0.0,0.0,41.86666666666667,60.13333333333333,16.333333333333332,1.5805591094369504,2.6690401303281934,1.5577235411453931
4972634,397533,47,78,1,0.0,0.0,0.0,36.361702127659576,64.38297872340425,8.191489361702128,1.037698146208276,1.7678610207018128,0.9573066557692161
8399706,397533,22,38,2,0.0,1.0,0.0,45.95454545454545,88.18181818181819,7.636363636363637,1.12326469924692,1.7488899758737375,0.9031343249694879
5094238,397533,49,159,3,1.584962500721156,1.584962500721156,1.0,36.89795918367347,55.57142857142857,5.857142857142857,0.9656277975234187,1.612623642738982,0.7690354355213421
6563679,397533,51,23,3,1.0,1.584962500721156,0.0,35.588235294117645,61.666666666666664,10.352941176470589,1.1678565129692688,2.0354372079160234,1.0936278281901468
8335584,397533,24,7,6,0.9182958340544896,2.584962500721156,1.0,42.875,62.958333333333336,8.458333333333334,1.2272331610228184,2.1213726505050388,1.0755154842067653
3580002,397533,27,116,1,0.0,0.0,0.0,43.77777777777778,80.66666666666667,7.7407407407407405,1.0664065773329552,1.879728084221461,0.9327381660583084
10079487,397533,21,1,1,0.0,0.0,0.0,45.142857142857146,92.04761904761905,7.142857142857143,1.0118286124414553,1.664054759526897,0.8526419535882785
6067684,397533,67,270,23,2.617492461184755,4.523561956057013,3.459431618637298,33.02985074626866,50.850746268656714,7.014925373134329,1.0207455208654663,1.7195057166448104,0.8719127122630492
10579299,397533,24,3,1,0.0,0.0,0.0,42.875,63.125,8.666666666666666,1.2654954874417557,2.22907942136842,1.1171821508734319
5447654,397533,43,37,1,0.0,0.0,0.0,38.325581395348834,63.883720930232556,6.441860465116279,1.1501593999842623,1.9042360519787254,0.8595250359512695
8638952,397533,21,4,3,0.0,1.584962500721156,0.0,45.142857142857146,91.9047619047619,7.0476190476190474,1.0118286124414553,1.5885803547306516,0.8526419535882785
10223210,397533,24,9,13,1.584962500721156,3.7004397181410926,1.0,42.875,62.875,8.166666666666666,1.1994553832450408,2.0748944331125414,1.0755154842067653
7618539,397533,18,44,5,0.8112781244591328,2.321928094887362,1.584962500721156,48.888888888888886,96.44444444444444,8.5,1.1672470904181216,2.04063323513801,0.971691307004167
6594796,397533,24,3,1,0.0,0.0,0.0,42.875,63.125,8.666666666666666,1.2654954874417557,2.22907942136842,1.1171821508734319
3539311,397533,33,90,1,0.0,0.0,0.0,39.78787878787879,72.51515151515152,6.545454545454546,1.0973279813161285,1.7607556390697523,0.831248411319691
6017905,397533,22,45,1,0.0,0.0,0.0,45.95454545454545,87.86363636363636,7.681818181818182,1.12326469924692,1.7943445213282827,0.9031343249694879
8248945,397533,22,3,19,3.182005814760214,4.247927513443588,3.7004397181410926,45.95454545454545,89.77272727272727,6.863636363636363,0.9786280713032739,1.601256907080847,0.7349325195994383
6701300,397533,56,110,6,2.0,2.584962500721156,1.584962500721156,34.714285714285715,60.767857142857146,5.910714285714286,1.001369606623568,1.6523575695626198,0.8125983270533939
5169013,397533,44,65,9,2.584962500721156,3.169925001442312,2.321928094887362,37.25,54.95454545454545,8.363636363636363,1.043702890962404,1.8295914332259,0.8922328214339614
8076020,397533,14,20,8,2.0,3.0,1.584962500721156,47.142857142857146,107.07142857142857,8.142857142857142,0.9884465664918853,1.6409113282471144,0.7141850306960951
8346232,397533,24,41,4,1.5,2.0,1.584962500721156,45.083333333333336,94.25,7.0,1.1133843629975526,1.7220138906196423,0.8874082686721921
4719484,397533,19,17,2,1.0,1.0,0.0,48.26315789473684,90.57894736842105,9.0,0.9899738824679402,1.8454951560445407,0.9311619677497189
7499263,397533,44,102,2,1.0,1.0,0.0,37.84090909090909,69.63636363636364,6.568181818181818,1.0677519431766003,1.7248421880596967,0.8604920483003485
