r1,r2,r3,r4,r5,r6,member,group_id
0.022020925577207258,1.7246781805388163,1.233619298270897,0.3557441089408476,0.0,0.0,86764032,10017702
0.274930462191196,0.0,0.0,2.3952172680965864e-05,0.0,0.3730549351277242,61811712,10017702
0.11569448056419489,1.1410180130385663,2.0187593396906345,0.22106682931636226,0.16081087451498535,0.2576215213835736,116736002,10017702
0.13502025065235382,0.0,0.0,3.383602312256645e-05,0.0,0.24884582047473383,185603585,10017702
0.3438085152390642,0.0,0.001216274672391681,0.0,0.0,0.4660418950391037,185034756,10017702
0.8456336077586899,0.0,0.0,0.0,0.0,0.5999601629964763,133288452,10017702
0.315538894074837,0.0,0.0,0.0003757016977228921,0.0,0.2587154085563252,205720071,10017702
1.1303949320099305,3.1938241321098046,0.48783144727604977,0.08521926873436352,0.034159058060509555,0.5955815539891712,173123592,10017702
1.505473563851118,0.0,0.0,0.0004071015197806997,0.0,0.39055693739092096,50256912,10017702
2.2643247241930866,0.0,0.0,0.00036091532526449585,0.0,0.43430915529044284,120500242,10017702
0.8069682121411372,3.0871473566107825,0.24432078616497038,0.19678666860436372,0.05401204471239736,0.5500185277725748,10811923,10017702
0.0362159306151999,0.0,0.0,0.0,0.0,0.0,195090451,10017702
0.3864921930928002,0.0,0.0,0.00042514548610645444,0.0,0.29555085235868783,210776594,10017702
0.9530046603706962,0.0,0.0012098214257827982,0.0,0.0,0.6315429957645013,8475158,10017702
0.3498258244339619,0.0,0.0,0.0004490167303908589,0.0,0.3066166968972496,212153366,10017702
0.15439776337575523,1.5450962732117335,1.5868547659840717,0.3615989919747449,0.0582280062539361,0.24628530524751102,105760792,10017702
0.17176438008660236,0.0,0.0,0.0003531076718693063,0.0,0.2313351300338891,133620762,10017702
0.02300239915355723,1.6761441970681232,1.519176328929847,0.03788837731956889,0.0022004388568524005,0.0,127007772,10017702
0.11013692254363262,2.0713502428986974,0.12784661152517907,5.872344522124541,0.0030638466339784477,0.22927897015012857,66595362,10017702
0.0362159306151999,0.0,0.0,0.0,0.0,0.0,138346532,10017702
0.0367911792333927,0.3343134926399284,2.182052054032378,1.3303145450256995,1.582895540710858,0.03059611379071712,122713642,10017702
0.3323982798977631,1.6748854526290744,1.5274125240715701,0.0,0.0006344497454165206,0.43711512170474204,16334891,10017702
0.10226502126556263,0.0,0.0,0.00024427884514816695,0.0,0.158468205692134,49687082,10017702
0.0362159306151999,0.0,0.0,0.0,0.0,0.0,200848433,10017702
3.778786223526227,0.0,0.0,0.0,0.0,0.6190941988722285,193863732,10017702
0.828539474549662,1.310741131769015,1.5698566816657644,0.30319412791844713,0.19126552817886616,0.6190450100654916,105161782,10017702
0.919189414275349,2.837799291929045,0.5811387199139944,0.38926289503217804,0.02576476255751232,0.33526869734921333,182592567,10017702
0.2730144939897211,0.0,0.002146774616850635,0.0,0.0,0.4264985358884613,88918072,10017702
0.5136662109087836,2.216726384706474,0.6936343200306989,0.08130631625759858,0.25049909609137694,0.5703767265991482,138438202,10017702
0.06841103897078553,0.0,0.0,0.00015328039093791376,0.0,0.09983761790125892,199988796,10017702
1.8909387249734855,0.0,0.0,0.0,0.0,0.7300971618178739,33256512,10017702
0.6725066842008376,0.0,0.0,0.0005330104835058215,0.0,0.3883402330297871,184902209,10017702
0.17312597320884765,0.044657045366655615,2.292599309599991,0.9112592131138284,2.7784942064921836,0.28024804314558227,108852802,10017702
0.16555145615209063,1.4057368329534965,1.0629286298003133,2.7793459702860823,0.38796401577224104,0.3455055234949151,130850882,10017702
0.30647934818113176,2.8387421616211816,0.4521850671677143,0.1966548607220993,0.045779519504707974,0.33822762074975216,191134280,10017702
2.360636138283766,0.0,0.0,0.0,0.0,0.7621039563101953,93782092,10017702
0.10226502126556263,0.0,0.0,0.00024427884514816695,0.0,0.158468205692134,182984270,10017702
0.27881610214813896,0.0,0.0,0.0004018775057934001,0.0,0.2711795319801923,11459662,10017702
1.3863106057979762,3.802366458407476,0.0011916920346020771,0.09486226369111946,0.07158064861375503,0.6325695340473005,87626322,10017702
0.7728817343887138,0.0,0.0016991668785228688,0.0,0.0,0.6111944513459218,182253652,10017702
0.3091675574503791,0.0,0.0,0.0,0.0,0.4270562349980932,144855642,10017702
0.06841103897078553,0.0,0.0,0.00015328039093791376,0.0,0.09983761790125892,10422364,10017702
0.11816835523256215,1.457078769479444,1.3655665095548637,0.45951070011693784,0.13411853663474524,0.26408618236999903,92366942,10017702
0.7725369101887861,0.0,0.0014855358469758888,0.0,0.0,0.6186899619196883,14198878,10017702
