group_id,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14
19071038,,10.00661600957341,99.311497348598,9.165391825648321,65.03792661962943,35.09630365851057,40122.290890748845,2.75,0.04519532363843741,1268,10,12.8,40.35999999999996,128
