member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
210266119,1375989,0,0,39,0.0,4.22849757914754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204644366,1375989,0,0,14,0.0,2.699513850319966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208191503,1375989,0,0,32,0.0,4.265319531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213078036,1375989,0,0,23,0.0,4.349648912578752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26187802,1375989,0,0,7,0.0,2.5216406363433186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10731547,1375989,15,1,2,0.0,1.0,0.0,31.6,3.6,18.133333333333333,1.5102172889185892,3.1359188225908454,2.559791983843722
110333992,1375989,0,0,69,1.5510981710072647,5.540129080707534,3.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
205355053,1375989,0,0,7,0.0,2.8073549220576046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205144112,1375989,0,0,26,0.0,3.636921085279429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207050808,1375989,0,0,29,0.0,4.388683047733199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13025340,1375989,9,1,2,0.0,1.0,1.0,30.22222222222222,4.0,22.88888888888889,1.5792979942590604,3.367406887498304,2.6171422084381026
170381372,1375989,0,0,17,0.0,3.734521664779752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209201215,1375989,0,0,19,0.0,4.247927513443588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12738624,1375989,0,0,117,1.3325097579429526,6.509128287903988,4.789015477886192,0.0,0.0,0.0,0.0,0.0,0.0
210487364,1375989,0,0,13,0.0,3.085055102756477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11739207,1375989,0,0,18,1.4911148500551858,3.9477027792200903,3.2776134368191165,0.0,0.0,0.0,0.0,0.0,0.0
136335432,1375989,0,0,30,0.0,3.241084980573949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213299274,1375989,0,0,24,0.0,3.766150648454356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77574222,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214325331,1375989,0,0,11,0.0,2.663532754804255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210124887,1375989,0,0,3,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11941976,1375989,12,1,1,0.0,0.0,0.0,33.916666666666664,4.166666666666667,44.833333333333336,1.5858020955306642,3.4148697404577426,2.8560829069957037
205611098,1375989,0,0,13,0.0,3.085055102756477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8183900,1375989,0,0,5,2.0,2.321928094887362,2.0,0.0,0.0,0.0,0.0,0.0,0.0
91445342,1375989,0,0,13,0.0,3.5465935642949384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206661730,1375989,0,0,80,0.0,4.744265602280302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206174307,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3438692,1375989,0,0,33,1.9241743523004413,4.718488437474714,3.6644977792004623,0.0,0.0,0.0,0.0,0.0,0.0
204023911,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181706862,1375989,0,0,33,2.8464393446710154,4.55954563450997,3.9841837197791885,0.0,0.0,0.0,0.0,0.0,0.0
155228272,1375989,0,0,75,0.0,4.788259690638403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9279601,1375989,0,0,4,0.0,2.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
211357812,1375989,0,0,18,0.0,4.058813890331201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517110,1375989,0,0,32,0.9182958340544896,4.75,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
196057213,1375989,0,0,5,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186185857,1375989,0,0,7,0.0,2.8073549220576046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206844042,1375989,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13193362,1375989,0,0,8,1.584962500721156,2.75,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
193955986,1375989,0,0,22,0.0,3.840811597071986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10539156,1375989,0,0,13,0.9182958340544896,3.7004397181410926,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
14078105,1375989,0,0,11,0.0,3.277613436819116,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212449435,1375989,0,0,33,0.0,4.074697149661484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210935973,1375989,0,0,16,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215877797,1375989,0,0,56,0.0,4.564221148126157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207986856,1375989,0,0,18,0.0,3.905764584655453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206545068,1375989,0,0,13,0.0,3.7004397181410926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8855728,1375989,0,0,13,0.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214345905,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13746354,1375989,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8685753,1375989,39,4,2,1.0,1.0,1.0,24.512820512820515,2.41025641025641,27.23076923076923,1.286031509359832,3.1286329555516765,2.4423222222060086
211585211,1375989,0,0,72,0.0,4.4133691182948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13961406,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3631301,1375989,6,1,7,0.7219280948873623,2.8073549220576046,2.321928094887362,19.666666666666668,3.0,4.5,0.31311795738906695,1.285707586277687,1.107309364962454
8835274,1375989,16,1,1,0.0,0.0,0.0,31.875,3.625,27.5,1.1712528736184686,2.7463557154552944,2.278494381152977
162662602,1375989,0,0,5,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80273612,1375989,0,0,8,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203827402,1375989,0,0,5,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30208212,1375989,0,0,7,0.0,2.8073549220576046,1.0,0.0,0.0,0.0,0.0,0.0,0.0
148072662,1375989,0,0,91,2.591773610506636,5.759014799677625,5.840375586218013,0.0,0.0,0.0,0.0,0.0,0.0
8552663,1375989,15,1,14,1.3709505944546687,3.8073549220576055,2.321928094887362,31.6,3.6,17.333333333333332,1.4188205826216111,2.9487618277870045,2.404996777517898
200413400,1375989,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211646678,1375989,0,0,40,0.0,3.839353872167199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11794652,1375989,0,0,13,0.0,3.7004397181410926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204601566,1375989,0,0,43,0.0,4.373143533419673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207808746,1375989,0,0,86,0.0,4.8645930974486316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211904747,1375989,0,0,23,0.0,3.7622673906514947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15177971,1375989,0,0,9,0.0,2.6416041678685933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193429748,1375989,0,0,33,0.0,4.2831997109110675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204122356,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8835319,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89862392,1375989,0,0,44,2.21913191089923,4.652391277629866,4.521640636343317,0.0,0.0,0.0,0.0,0.0,0.0
206866681,1375989,0,0,25,0.0,3.523856189774724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9597178,1375989,16,1,13,0.0,3.7004397181410926,0.0,30.125,3.3125,35.375,1.7600579045062372,3.2571770401357347,2.847445656745583
187007227,1375989,0,0,194,0.0,6.188686621253081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13609228,1375989,0,0,215,1.297462589305588,7.21608295194336,4.9837880587523955,0.0,0.0,0.0,0.0,0.0,0.0
198764814,1375989,0,0,37,0.0,3.9128542183036235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204843281,1375989,0,0,29,0.0,4.016381962142515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187046165,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59164952,1375989,0,0,27,2.155968102145908,4.088220835496803,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0
71336222,1375989,0,0,12,0.0,3.0849625007211556,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10869025,1375989,0,0,3,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184705318,1375989,0,0,8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7201064,1375989,0,0,47,1.845627669738219,5.129056936784023,4.556088322639176,0.0,0.0,0.0,0.0,0.0,0.0
25125162,1375989,0,0,41,1.5,4.930484321585718,3.0,0.0,0.0,0.0,0.0,0.0,0.0
212709682,1375989,0,0,15,0.0,3.4565647621309536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133577012,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195131703,1375989,0,0,83,0.0,5.157239354002064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209140025,1375989,0,0,6,0.0,1.7924812503605778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205652293,1375989,0,0,36,0.0,4.273684376262022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208570698,1375989,0,0,32,0.0,4.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139489612,1375989,0,0,92,2.6474629095763746,5.223312945809391,4.8711781263822145,0.0,0.0,0.0,0.0,0.0,0.0
70418772,1375989,0,0,6,0.8112781244591328,2.2516291673878226,2.0,0.0,0.0,0.0,0.0,0.0,0.0
204644692,1375989,0,0,45,0.0,4.097874075147442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210702679,1375989,0,0,78,0.0,4.663357271490181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210755928,1375989,0,0,27,0.0,4.027054744592981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203645273,1375989,0,0,46,0.0,4.200505350883149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9118042,1375989,34,4,74,1.9789014084878427,5.644933939807098,4.9837880587523955,24.705882352941178,2.588235294117647,17.58823529411765,1.0339103219165562,2.4635029546506986,1.9176544481728683
214876507,1375989,0,0,95,0.0,3.7413771027941003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57674092,1375989,0,0,32,1.8423709931771088,3.7494996115311405,2.8073549220576046,0.0,0.0,0.0,0.0,0.0,0.0
207548788,1375989,0,0,4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204089720,1375989,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7512442,1375989,0,0,9,1.0,2.94770277922009,1.0,0.0,0.0,0.0,0.0,0.0,0.0
