member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
125100812,3213412,79,1,4,1.5,2.0,2.0,344.44303797468353,13.544303797468354,7.962025316455696,1.0398601116723334,1.8650709916122579,1.2784769044457842
92011282,3213412,82,1,1,0.0,0.0,0.0,328.2682926829268,12.524390243902438,7.365853658536586,0.8352574563008776,1.668139991264251,1.0078055091577902
1897235,3213412,27,1,3,0.0,1.584962500721156,0.0,246.2962962962963,14.25925925925926,21.925925925925927,1.4782528725193702,2.6652999258913175,1.9152963670030376
135697172,3213412,91,2,3,0.0,1.584962500721156,0.0,334.56043956043953,14.901098901098901,7.2967032967032965,0.9565657480637395,1.7604947987481994,1.1807084643834562
13730581,3213412,271,5,1,0.0,0.0,0.0,256.5313653136531,7.756457564575646,12.785977859778598,0.9517313079180981,2.1327726792189834,1.3156966062135802
20282131,3213412,0,0,13,2.0,3.334679141051595,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200586007,3213412,0,0,9,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100385562,3213412,60,1,1,0.0,0.0,0.0,330.18333333333334,16.05,14.483333333333333,1.0078942460170826,1.909273904670615,1.3381757168573207
197776154,3213412,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102210332,3213412,150,5,5,1.0,2.321928094887362,1.0,270.31333333333333,11.273333333333333,13.973333333333333,1.0283007680495595,1.8885096916626603,1.3586813771123678
11205408,3213412,60,1,15,1.5,3.7735572622751845,2.0,360.78333333333336,17.266666666666666,6.633333333333334,0.9001329270339794,1.6710238380145013,1.091777738927685
184920866,3213412,0,0,64,1.896240625180289,5.311660190546714,3.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
182786853,3213412,191,3,1,0.0,0.0,0.0,284.8848167539267,9.497382198952879,12.989528795811518,0.9514476063647714,2.04819544552477,1.2917823176483036
102396712,3213412,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57811752,3213412,29,1,64,2.7844315212744046,5.695159765557392,4.436605434317882,318.2758620689655,12.655172413793103,8.241379310344827,1.0168719499284975,2.059867349632509,1.388911925486302
9327402,3213412,97,3,13,3.2516291673878226,3.7004397181410926,3.584962500721156,282.22680412371136,12.989690721649485,14.381443298969073,1.1982064238806154,2.1345989669903482,1.5696154309297534
190729001,3213412,182,3,4,0.0,2.0,0.0,273.989010989011,9.032967032967033,11.807692307692308,0.9399274497537711,2.163195815834245,1.2687844808156044
69604142,3213412,0,0,5,1.584962500721156,2.321928094887362,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
181895982,3213412,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183309107,3213412,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100268852,3213412,492,20,2,1.0,1.0,1.0,201.4349593495935,5.760162601626016,11.042682926829269,0.8965021458296843,1.9600307621009132,1.2427319004716553
145828662,3213412,193,4,5,1.5,2.321928094887362,2.0,283.9378238341969,10.025906735751295,10.124352331606218,0.8967948704359269,1.9469281162437166,1.1958011367265662
