member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
105764872,14647082,0,0,53,1.454024912849659,5.435283190330612,4.735926350629031,0.0,0.0,0.0,0.0,0.0,0.0
200484874,14647082,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331214,14647082,143,6,26,1.753434386188785,4.440636352673266,3.6644977792004623,53.36363636363637,1.5034965034965035,31.615384615384617,1.606907880498618,3.76643961142264,3.1496958330986433
93732882,14647082,85,3,14,1.8676338909712125,3.3787834934861767,3.459431618637298,62.92941176470588,1.8352941176470587,34.35294117647059,1.8340191161494117,3.8142814828787177,3.4142571107747814
189054996,14647082,0,0,19,0.0,3.8924071185928786,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94709782,14647082,0,0,31,1.573402452417767,4.567099536193328,3.5465935642949384,0.0,0.0,0.0,0.0,0.0,0.0
174387222,14647082,0,0,5,1.584962500721156,2.321928094887362,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
187967528,14647082,0,0,33,0.9864267287308424,4.923181998146334,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0
31189042,14647082,0,0,19,2.973557262275185,3.932138039759377,3.906890595608518,0.0,0.0,0.0,0.0,0.0,0.0
183021619,14647082,45,1,63,1.8419171866886992,3.7626310601110533,3.375,59.68888888888889,1.6444444444444444,33.15555555555556,1.4361270309245782,3.7905410675385762,2.8823062564373334
96835642,14647082,95,4,27,2.0874628412503395,4.208410187268527,3.734521664779752,53.95789473684211,1.7157894736842105,30.757894736842104,1.5954535275415416,3.8045581624388336,3.114185222785434
155701312,14647082,0,0,40,0.0,4.921928094887363,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108648512,14647082,0,0,11,0.0,3.0957952550009344,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13348930,14647082,58,1,6,0.0,2.2516291673878226,2.0,72.25862068965517,1.8448275862068966,30.620689655172413,1.8353124405858035,3.7441416198881514,3.3539930820821855
99784792,14647082,25,1,4,0.9182958340544896,2.0,1.584962500721156,66.08,2.4,38.44,2.0199618080729307,3.874851754642196,3.503752859317778
1345633,14647082,58,1,77,1.60615019203268,5.13528957518207,4.726409765557392,72.25862068965517,1.8448275862068966,29.396551724137932,1.807620195895585,3.6944233369951465,3.306986017158782
184858744,14647082,30,1,29,1.2916919971380596,4.720049960644813,3.8073549220576055,59.733333333333334,2.2333333333333334,32.93333333333333,1.9157540406249542,3.8619724812369545,3.363894777925457
94070932,14647082,58,1,16,0.6500224216483541,3.75,2.584962500721156,72.25862068965517,1.8448275862068966,30.448275862068964,1.8241051574539353,3.718307640015528,3.343907521724924
98680982,14647082,0,0,50,2.680897274101115,4.943465189601648,4.720049960644813,0.0,0.0,0.0,0.0,0.0,0.0
108931232,14647082,45,1,58,2.2888617855255093,4.916098400591526,5.069235677759421,59.68888888888889,1.6444444444444444,33.266666666666666,1.4261949287282047,3.764908459972344,2.844656574709346
