member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
39974912,3040142,210,45,2,1.0,1.0,1.0,54.076190476190476,4.742857142857143,22.814285714285713,1.3179845989764407,2.8316859673964765,2.1117051942123877
199280647,3040142,0,0,363,0.0,7.05437459463076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98412552,3040142,0,0,30,0.0,4.506890595608519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8028170,3040142,0,0,5,2.0,2.321928094887362,2.0,0.0,0.0,0.0,0.0,0.0,0.0
188979211,3040142,40,1,2,0.0,1.0,0.0,99.9,10.95,18.425,1.7503278006756837,2.8835854766864273,2.3624050675425528
52539402,3040142,0,0,28,0.6500224216483541,4.593069207771888,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
184803341,3040142,0,0,11,0.0,3.2776134368191165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13377547,3040142,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7180305,3040142,40,1,7,1.9219280948873623,2.8073549220576046,2.321928094887362,99.9,10.95,18.3,1.7022795983034995,2.8384016036349875,2.3043568651703685
101715992,3040142,29,1,34,0.5916727785823275,4.947613208833766,2.8073549220576046,119.96551724137932,16.586206896551722,40.48275862068966,2.0955409934244633,3.1095116781738636,2.800083725086465
187650073,3040142,0,0,25,0.0,3.8634651896016456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12767260,3040142,0,0,30,1.4355205042826666,4.773557262275186,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0
15675421,3040142,0,0,5,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12556317,3040142,40,1,1,0.0,0.0,0.0,99.9,10.95,18.45,1.7503278006756837,2.908585476686427,2.3624050675425528
121538592,3040142,53,4,3,1.584962500721156,1.584962500721156,1.584962500721156,98.66037735849056,13.377358490566039,28.358490566037737,1.7127149945871127,2.829524294902435,2.361311876520893
41402402,3040142,40,1,11,0.8112781244591328,3.0271691184406193,2.0,99.9,10.95,18.2,1.7300458475642053,2.832906248725412,2.3124050675425525
196986916,3040142,0,0,9,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9744424,3040142,27,1,6,0.0,2.584962500721156,1.0,115.48148148148148,19.555555555555557,37.333333333333336,1.6679454198775494,2.684154524487335,2.357877551416788
191395880,3040142,0,0,19,1.0,4.142664355548851,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8099885,3040142,0,0,51,1.9473387961875537,4.327261441302326,3.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
40609842,3040142,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74131512,3040142,0,0,17,0.0,3.8521687236032816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53479482,3040142,0,0,10,2.321928094887362,3.321928094887362,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0
196651066,3040142,0,0,22,0.0,4.277613436819114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
