member,group_id,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
12052483,15029532,43,12,222,2.379720624770424,5.985783211966599,4.700439718141092,6.395348837209302,1.3255813953488371,35.13953488372093,0.9903021553646659,3.713653989520211,2.309072156162018
92307462,15029532,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183328781,15029532,0,0,36,1.4466166676282082,4.982289237493325,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0
11188238,15029532,0,0,8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186337301,15029532,7,1,13,0.8112781244591328,3.546593564294939,2.0,12.857142857142858,2.7142857142857144,48.42857142857143,0.9395620265151802,3.6916137415144306,2.143970662885528
139366422,15029532,6,1,25,2.1556390622295662,4.053660689688185,3.0,15.166666666666666,4.0,60.666666666666664,1.7694853416296537,4.639481005337697,3.1733816201709524
185638935,15029532,0,0,21,0.9182958340544896,4.070656113151928,2.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0
114489372,15029532,0,0,23,1.0,4.229871195093384,1.0,0.0,0.0,0.0,0.0,0.0,0.0
185247772,15029532,0,0,23,0.0,4.436605434317882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189044766,15029532,0,0,8,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193312802,15029532,6,1,1,0.0,0.0,0.0,13.833333333333334,3.3333333333333335,83.33333333333333,1.5021863397409405,4.240731923872312,3.428334143427447
143028262,15029532,0,0,18,0.0,4.169925001442313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191072294,15029532,0,0,26,1.584962500721156,4.05602096805788,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
159322152,15029532,0,0,61,1.188721875540867,5.688853935888073,3.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
189845546,15029532,0,0,5,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55892012,15029532,0,0,7,0.0,2.8073549220576046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182198322,15029532,0,0,82,2.126489000570473,6.052435541097918,5.11219997521703,0.0,0.0,0.0,0.0,0.0,0.0
152318012,15029532,0,0,138,0.4262286569981449,6.385405254301204,4.436605434317882,0.0,0.0,0.0,0.0,0.0,0.0
186546239,15029532,0,0,8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193853506,15029532,0,0,33,0.0,4.779094498080775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94201932,15029532,6,1,11,0.0,2.663532754804255,1.0,12.166666666666666,3.0,54.666666666666664,0.9133741962897858,4.035304509489646,1.9345550522916017
188442702,15029532,0,0,13,0.0,3.546593564294939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182476897,15029532,0,0,8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147927142,15029532,0,0,16,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74987632,15029532,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117823602,15029532,0,0,11,0.0,3.0957952550009344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99012722,15029532,0,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180166782,15029532,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46043262,15029532,0,0,6,0.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186185857,15029532,0,0,7,0.0,2.8073549220576046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187750530,15029532,0,0,24,0.0,3.766150648454356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179298442,15029532,0,0,19,0.6500224216483541,4.142664355548851,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
25966732,15029532,0,0,141,2.5822438085401482,6.080703969537157,5.182838116298145,0.0,0.0,0.0,0.0,0.0,0.0
180961422,15029532,0,0,6,0.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192858259,15029532,0,0,13,0.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151740572,15029532,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158630082,15029532,6,1,12,0.9910760598382222,3.584962500721156,3.169925001442312,15.166666666666666,4.0,62.833333333333336,1.9635791753615441,4.717597370165534,3.145060786597233
191471811,15029532,0,0,34,1.0408520829727552,4.734521664779751,3.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
135358672,15029532,7,1,9,0.8112781244591328,3.169925001442312,1.5,12.857142857142858,2.7142857142857144,49.0,0.9395620265151802,3.7454235362076624,2.2153992343140994
144814292,15029532,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191279320,15029532,0,0,25,0.0,4.023465189601645,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26040542,15029532,0,0,3,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147456242,15029532,0,0,5,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191889654,15029532,0,0,54,1.0,5.6067393540153185,2.0,0.0,0.0,0.0,0.0,0.0,0.0
39717112,15029532,0,0,15,0.9182958340544896,3.240223928941852,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0
103307512,15029532,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184330490,15029532,0,0,44,0.0,4.613538869799261,1.0,0.0,0.0,0.0,0.0,0.0,0.0
